alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_nom_fr,Energie ,Eau ,Proteines ,Glucides ,Lipides ,Sucres ,Amidon ,Fibres_alimentaires ,Cholesterol ,sel ,Calcium ,Fer ,Iode ,Beta_Carotene ,VitamineD ,VitamineE ,VitamineC ,VitamineB1 ,VitamineB12 
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, côte, crue",164,"69,5","19,8","0,38","9,3",0,-,0,"56,4","0,12","7,05","0,66","1,1",0,"0,6","0,13",0,"0,71","0,35"
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, rouelle de jambon, crue",149,"71,2","20,2",0,"7,56",0,-,0,58,"0,14",12,"1,13",-,0,"0,5","0,2",0,"0,5","0,4"
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, carré, cru",146,"70,3","22,7","0,4","5,94",0,-,0,47,"0,094",-,"0,57",-,-,-,-,-,"0,76","0,33"
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, filet, maigre, cru",117,"74,4","21,2",0,"3,6",0,0,0,"63,3","0,18","6,38","0,93","1,08",0,"0,36","0,16",0,"0,98","0,58"
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, filet mignon, cru",123,"74,9","21,2","0,4","4,09",0,-,0,"33,3","0,11","8,99","0,82",-,0,"0,3","0,22",0,"0,95","0,31"
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, rôti, cru",153,"70,1","22,3","0,5","6,86",0,0,0,"48,2","0,1","6,51","0,5","3,73",0,"0,7","0,08",0,"0,74","0,31"
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, échine, crue",198,63,18,"0,1",14,0,-,0,66,"0,19",5,1,"3,13",-,"0,24",-,-,"0,89","0,56"
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, travers, cru",237,"61,9",18,"0,6",18,0,-,0,"33,3","0,12","8,49","0,6","0,8",0,"2,3","0,24",0,"0,66","0,38"
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, escalope de jambon, crue",129,"74,4","21,5",0,"4,76",0,-,0,"53,9","0,12","6,39","0,6",-,0,"0,3","0,16",0,"0,82","0,28"
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, bardière découennée, crue",744,"16,1","4,51","0,1","80,6","0,1",-,0,-,"0,1",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, gorge, découennée, crue",475,"40,3","11,6","0,14","47,5","0,14",-,0,-,"0,17",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, hachage sans jarret, sans bateau, découenné, dégraisssé, désossé, cru",187,"68,7","18,9","0,23","12,3","0,23",-,0,-,"0,2",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru",141,"72,3","20,9","0,28","6,3","0,28",-,0,-,"0,18",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru",148,"72,2","20,2","0,28","7,31","0,28",-,0,-,"0,22",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, maigre 90/10, cru",212,"64,6","18,8","0,24","15,1","0,24",-,0,-,"0,17",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, maigre 80/20, cru",293,"60,1","17,3","0,26","24,7","0,26",-,0,-,"0,17",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, palette, découennée, dégraisssée, désossée, crue",174,"70,4","19,9","0,25","10,4","0,25",-,0,-,"0,2",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, couenne, crue",256,"53,6",35,"< 0,1","12,9","< 0,1",-,0,-,"0,36",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, poitrine cutter, sans mouille, crue",323,"55,9","15,9","0,22","28,7","0,22",-,0,-,"0,18",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,porc,"Porc, rôti filet avec chaînette, cru",146,"70,4","22,3","0,37","6,2","0,37",-,0,-,"0,16",-,-,-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet, cuisse, viande et peau, cru",188,"69,1",18,"2,08","11,9",0,0,0,"87,3","0,25","10,2","1,39",2,0,"0,8","0,37","1,1","0,065","0,4"
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet, viande, crue",113,"74,6",20,0,"3,73",0,-,0,"68,8","0,2",11,"0,77","0,4",0,"0,15","0,25","2,3","0,084","0,39"
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet (var. blanc), viande et peau, cru",123,"72,1","21,2",0,"4,3",0,-,0,99,"0,2","9,73","0,65","4,1",-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet fermier, viande et peau, cru",135,"67,5","21,5","0,2","5,4","0,2",-,0,-,"0,21","10,2","0,78","4,1",-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet, viande et peau, cru",173,"68,1","20,2","0,3","10,1","0,2",0,0,"76,3","0,16","9,69","1,63","0,4",0,"0,53","0,32","1,6","0,12","1,29"
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet, filet, sans peau, cru",108,"74,3","23,5","0,45","1,34","0,2",0,0,65,"0,13",8,"0,63",-,0,0,"0,39",0,"0,08","0,3"
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet, haut de cuisse, viande, cru",116,"76,2","19,7",0,"4,12",0,-,0,94,"0,24",7,"0,81",-,0,0,"0,18",0,"0,088","0,61"
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet éviscéré sans abats, cru",210,-,"18,6",traces,"15,1",0,-,0,-,"0,18",11,"0,9",-,-,-,-,"1,6","0,06","0,31"
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet, pilon, cru",155,"71,7","18,4",0,"9,05",0,-,0,88,"0,23","8,5","1,26",-,0,"0,8","0,35",2,"0,072","0,42"
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet, aile, viande et peau, cru",181,"66,9","20,4",0,11,0,0,0,114,"0,22",16,"0,54",< 20,0,"< 0,25","0,78","< 0,5","0,017","1,73"
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet, cuisse, viande, cru",114,76,"19,3",0,"4,05",0,-,0,81,"0,23","10,3","0,99",2,0,0,"0,2","3,1","0,079","0,42"
"viandes, ?ufs, poissons",viandes crues,poulet,"Poulet, poitrine, viande et peau, cru",157,"69,7","21,1",0,"8,08",0,-,0,64,"0,16",11,"0,82",-,0,"0,95","0,39",1,"0,062","0,34"
"viandes, ?ufs, poissons",viandes crues,dinde,"Dinde, viande et peau, crue",132,"73,1","23,4",0,"4,31",0,0,0,68,"0,25","10,5","0,83","1,5",0,"0,3","0,3",0,"0,056","1,11"
"viandes, ?ufs, poissons",viandes crues,dinde,"Dinde, viande, crue",110,"75,4","22,4","0,8","1,88","0,14","0,07",0,"65,5","0,25","10,5","0,82","1,5",0,"0,2","0,15",0,"0,07","1,62"
"viandes, ?ufs, poissons",viandes crues,dinde,"Dinde, escalope, crue",109,"74,3","24,1","0,51","1,22","0,32","0,09",0,57,"0,2","16,4","1,02",-,0,"0,1","0,06",0,"0,042","0,63"
"viandes, ?ufs, poissons",viandes crues,dinde,"Dinde, cuisse, viande et peau, crue",150,"73,4","19,8",0,"7,85",0,0,0,79,"0,24",14,"1,36",-,0,"0,5","0,11",0,"0,066","1,12"
"viandes, ?ufs, poissons",viandes crues,dinde,"Dinde, cuisse, viande sans peau, crue",109,76,"21,3","0,4","2,5","0,1","0,05",0,79,"0,31",11,"1,04",-,0,"0,3","0,12",0,"0,062","2,05"
"viandes, ?ufs, poissons",viandes crues,dinde,"Dinde, aile, crue",192,"66,5","20,2",0,"12,3",0,-,0,70,"0,14",14,"1,26",-,-,-,-,0,"0,05","0,39"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Mouton, viande, crue",137,"74,2","20,6",traces,"6,11",0,-,0,-,"0,22","9,5","2,29",4,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Mouton, épaule, crue",204,"62,7","18,3","0,1","14,5",0,-,0,78,"0,23","8,25","2,15",3,-,"0,4","0,43",1,"0,17",5
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Mouton, pied, cru",204,-,"18,1",traces,"14,6",0,-,0,-,"0,19",10,"1,5",-,-,-,-,-,"0,16","2,2"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Mouton, tête, crue",204,-,"18,1",traces,"14,6",-,-,0,-,"0,19",10,"1,5",-,-,-,-,-,"0,16","2,2"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Mouton, gigot, cru",225,64,18,traces,17,0,-,0,-,"0,2",10,"2,5","1,8",-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Agneau, côtelette, crue",368,"50,2","14,4",0,"34,5",0,0,0,82,"0,17","12,9","1,5","0,7",0,"0,4","0,7",1,"0,18","1,2"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Agneau, gigot, cru",128,"74,5",20,"0,48","5,13",0,-,0,"72,7","0,12",10,"1,51","0,7",-,"0,4","0,46",1,"0,15","2,17"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Agneau, épaule, crue",204,"64,4",19,"0,2","14,1",0,-,0,"72,5","0,17","12,7","1,5","0,7",0,"0,4","0,46",1,"0,15","1,87"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Agneau, épaule, maigre, crue",139,73,"19,6",0,"6,76",0,-,0,66,"0,18",15,"1,66",-,0,"0,1","0,22",0,"0,12","2,78"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Agneau, collier, cru",195,"68,2",18,traces,"13,7",0,-,0,-,"0,2",-,"1,14",-,-,-,-,-,-,"2,18"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Agneau, selle, crue",236,"63,8","17,5",0,"18,4",0,-,0,78,"0,14","12,8","1,16","0,7",-,"0,4","0,44",0,"0,1","1,73"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Agneau, côte filet, crue",242,64,"17,6","2,3",18,0,-,0,-,"0,18",9,"1,15",-,-,-,-,-,-,"1,47"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Agneau, côte première, crue",276,"59,3","16,9",0,"23,1",0,-,0,-,"0,2",8,"1,12",-,-,-,-,-,-,"1,64"
"viandes, ?ufs, poissons",viandes crues,agneau et mouton,"Agneau, côte ou côtelette, crue (aliment moyen)",295,"57,8","16,3","0,77","25,2",0,,0,,"0,18","9,97","1,25",,,,,,,"1,44"
"viandes, ?ufs, poissons",viandes crues,gibier,"Sanglier, cru",147,70,"20,7",0,"7,13",0,-,0,63,"0,2","9,65","1,23",1,-,"0,12","0,1",0,"0,56","0,7"
"viandes, ?ufs, poissons",viandes crues,gibier,"Lièvre, viande crue",111,"73,3","21,6",0,"2,67",0,-,0,60,"0,15","11,6","1,8","0,55",-,0,"0,1",0,"0,09",1
"viandes, ?ufs, poissons",viandes crues,gibier,"Chevreuil, cru",110,-,23,0,2,0,-,0,-,"0,053",5,"3,4",-,-,-,-,-,-,-
"viandes, ?ufs, poissons",viandes crues,gibier,"Cerf, cru",113,"73,6","23,7",0,"2,04",0,-,0,85,"0,13","5,25","3,79",-,0,-,"0,2",0,"0,22","6,31"
"viandes, ?ufs, poissons",viandes crues,gibier,"Faisan, viande, cru",127,"72,2","23,3",0,"3,78",0,-,0,"67,4","0,094","14,8","1,22",8,-,-,-,"5,91","0,076","0,83"
"viandes, ?ufs, poissons",viandes crues,gibier,"Faisan, viande et peau, cru",164,"67,8","23,2",0,"7,95",0,-,0,71,"0,09",15,"1,58",8,-,-,-,"5,3","0,072","0,77"
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Cheval, viande, crue",167,70,"18,8","0,6",10,0,0,0,75,"0,16",10,"3,5",1,0,"0,3","0,23","0,6","0,14","3,1"
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Cheval, steak, cru",129,"72,6","21,4","0,4","4,6",0,-,0,52,"0,13",6,"3,82","1,2",-,-,-,1,"0,13",3
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Cheval, tende de tranche, crue",106,-,"22,7",traces,"1,68",0,-,0,-,-,-,"3,06",-,-,-,-,-,-,"1,63"
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Cheval, faux-filet, cru",121,-,"22,2",traces,"3,58",0,-,0,-,-,-,"2,55",-,-,-,-,-,-,"1,51"
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Cheval, entrecôte, crue",118,-,"22,1",traces,"3,34",0,-,0,-,-,-,"2,84",-,-,-,-,-,-,"1,44"
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Chevreau, cru",103,"75,8","20,6",0,"2,31",0,-,0,57,"0,21",13,"2,83",-,-,-,-,0,"0,11","1,13"
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Lapin, viande crue",189,"68,1","20,4","0,66","11,6",0,0,0,"58,5","0,14","10,3","1,11","0,55",0,0,"0,4",3,"0,04","2,9"
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Lapin de garenne, viande, crue",108,"74,5","21,8",0,"2,32",0,-,0,81,"0,13",12,"3,2",-,-,-,-,0,"0,03",-
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Poule, viande et peau, crue",215,"63,7","17,8","0,4","15,8",0,-,0,72,"0,18","32,7","1,25","0,9",0,-,"0,32",0,"0,086","0,32"
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Poule, viande ,crue",124,"73,7","20,9",0,"4,51",0,-,0,64,"0,16","8,5","0,95","0,9",0,"0,2","0,17","3,3","0,12","0,45"
"viandes, ?ufs, poissons",viandes crues,autres viandes,"Poule, cuisse, crue",131,"74,4","19,6",0,"5,92",0,-,0,83,"0,27","9,5","0,99",-,0,0,"0,21","4,6","0,13","0,44"
